"country","year","status","life_expectancy","adult_mortality","percentage_expenditure","hepatitis_b","polio","measles","infant_deaths","under_five_deaths","hiv_aids_life_exp","schooling","population","alcohol","gdp","cardiovascular_diseases","neonatal_disorders","hiv_aids_cause_deaths","malaria","tuberculosis","diarrheal_diseases","lower_respiratory_infections","healthcare_per_capita","total_deaths","cardio_death_prop","neonatal_death_prop","hiv_death_prop","malaria_death_prop","tb_death_prop"
"Burkina Faso",2006,"Developing",54.3,32,64.24025208,76,94,125,47,86,2,4.7,13829177,4.73,422.6332374,15078,14858,10083,36863,5417,17353,19915,1.18306173259669,82299,0.183210002551671,0.180536823047668,0.12251667699486,0.447915527527673,0.0658209698781273
"Burundi",2014,"Developing",59.1,297,41.25159038,95,95,0,22,32,0.7,10.6,989179,0.01,312.7489794,9318,8922,4782,5807,8065,9893,6837,0.697996453130288,36894,0.252561392096276,0.241827939502358,0.129614571475037,0.157396866699192,0.218599230227137
"Burundi",2013,"Developing",58.6,33,40.15128458,96,96,0,22,32,1,10.5,96186,0.01,282.7555252,9145,9081,5304,6166,7976,9884,6907,0.685175504778157,37672,0.242753238479507,0.241054363983861,0.140794223826715,0.163675939689955,0.211722234019962
"Burundi",2012,"Developing",58,312,38.73170505,96,96,49,22,33,1.2,10.3,931971,0.01,265.285651,8970,9079,5872,6607,7851,9850,6811,0.667788018103448,38379,0.23372156648167,0.236561661325204,0.153000338726908,0.172151436983767,0.204564996482451
"Burundi",2011,"Developing",57.4,321,3.595980333,96,95,129,22,33,1.5,9.9,94358,4.16,26.479973,8724,8993,6643,7982,7750,9579,6760,0.0626477409930314,40092,0.217599521101467,0.224309089095081,0.165693904020752,0.199092088197147,0.193305397585553
"Burundi",2010,"Developing",56.8,33,31.14187566,96,94,495,23,34,1.9,9.3,876693,4.16,231.1943256,8498,8931,7520,8202,7689,9362,6836,0.548272458802817,40840,0.208080313418217,0.218682664054848,0.184133202742409,0.200832517140059,0.188271302644466
"Burundi",2009,"Developing",56.2,338,2.030494673,94,96,305,23,34,2.4,8.6,848931,4.05,24.944652,8255,8884,8352,8894,7649,9034,6660,0.0361297984519573,42034,0.196388637769425,0.211352714469239,0.198696293476709,0.211590617119475,0.181971737165152
"Burundi",2008,"Developing",55.3,35,15.99415192,92,89,173,23,35,2.9,7.9,8212264,4.33,196.2472628,8166,8750,9311,8532,7747,9113,6726,0.28922517034358,42506,0.192114054486425,0.205853291300052,0.219051428033689,0.200724603585376,0.182256622594457
"Burundi",2007,"Developing",54.8,355,1.72659515,99,93,43,24,36,3.4,7.2,7939573,4.54,17.79995,8093,8510,10326,8609,7830,9272,6892,0.0315072107664234,43368,0.186612248662608,0.196227633277993,0.238101826231323,0.198510422431286,0.18054786939679
"Burundi",2006,"Developing",54.1,361,21.24915339,92,88,784,24,36,3.8,5.9,7675338,4.5,165.8794176,8065,8314,11532,8990,7906,9336,6965,0.392775478558225,44807,0.179994197335238,0.185551364742116,0.257370500145067,0.200638293123842,0.176445644653737
"Burundi",2005,"Developing",53.4,369,1.747440948,87,82,0,24,37,4.3,5.6,7423289,5.54,15.57434,8046,8144,12833,9746,7981,9379,7011,0.032723613258427,46750,0.172106951871658,0.17420320855615,0.274502673796791,0.208470588235294,0.170716577540107
"Burundi",2004,"Developing",52.6,378,11.22655347,83,76,2,24,38,4.8,5.2,7182451,5.72,127.4296648,7927,7948,14084,11364,8065,9170,6917,0.213432575475285,49388,0.160504576010367,0.160929780513485,0.285170486757917,0.230096379687373,0.163298777030858
"Cambodia",2014,"Developing",68.3,179,12.17952064,88,87,0,11,12,0.2,10.9,152779,0.01,198.687123,25734,5264,2121,118,6934,1934,12303,0.178323874670571,40171,0.640611386323467,0.131039804834333,0.0527992830648976,0.00293744243359638,0.172612083343706
"Cambodia",2013,"Developing",67.8,183,8.758214538,83,66,0,11,13,0.2,10.8,1522692,0.01,128.419568,24962,5423,2290,84,7134,1982,12281,0.129177205575221,39893,0.625723811194946,0.135938635850901,0.0574035545083097,0.00210563256711704,0.178828365878726
"Cambodia",2012,"Developing",67.4,186,6.914723983,86,84,15,12,14,0.3,10.7,14776866,0.01,95.244132,24179,5609,2521,148,7350,2067,12429,0.102592343961424,39807,0.607405732660085,0.140904865978346,0.0633305700002512,0.00371793905594493,0.184640892305373
"Cambodia",2011,"Developing",67,19,60.18591771,88,87,722,13,15,0.3,10.7,14537886,2.12,882.491462,23410,5779,2875,320,7551,2142,12492,0.898297279253731,39935,0.586202579191186,0.14471015400025,0.0719919869788406,0.008013021159384,0.189082258670339
"Cambodia",2010,"Developing",66.6,192,56.88416481,89,88,1156,14,16,0.5,10.6,143874,2.2,785.6928841,22564,5991,3361,335,7741,2250,12732,0.854116588738739,39992,0.564212842568514,0.149804960992198,0.0840418083616723,0.00837667533506701,0.193563712742549
"Cambodia",2009,"Developing",66.1,195,48.35423978,92,95,4779,15,17,0.6,10.5,14928,2.13,738.2326684,21722,6153,3920,603,7835,2360,12918,0.731531615431165,40233,0.539905053065891,0.152934158526583,0.0974324559441255,0.0149876966669152,0.194740635796485
"Cambodia",2008,"Developing",65.6,199,53.10009046,91,91,4211,16,18,0.7,10.5,138859,2.24,745.7877873,21017,6291,4628,490,7953,2505,13323,0.80945259847561,40379,0.520493325738626,0.155798806310211,0.114614032046361,0.0121350206790659,0.196958815225736
"Cambodia",2007,"Developing",65,24,57.73516711,82,82,394,16,20,0.9,10.3,13676693,2.08,631.675789,20408,6412,5541,442,8114,2694,13781,0.888233340153846,40917,0.498765794168683,0.156707480998118,0.135420485372828,0.0108023559889532,0.198303883471418
"Cambodia",2006,"Developing",64.1,216,51.50447119,8,8,188,17,21,1.1,10.1,13474489,2.03,539.8791529,19856,6510,6523,822,8315,2915,14322,0.803501890639626,42026,0.472469423690097,0.154904106981392,0.155213439299481,0.019559320420692,0.197853709608338
"Cameroon",2014,"Developing",56.7,366,61.39263642,87,86,831,47,71,3.7,10.4,2223994,0.01,1441.1417,23917,16778,35530,20685,7709,22142,18946,1.08276254708995,104619,0.228610481843642,0.160372398895038,0.339613263365163,0.197717431824047,0.0736864240721093
"Cameroon",2013,"Developing",56.4,364,63.07890158,89,88,760,48,73,4,10.4,21655715,0.01,1365.34419,23423,16904,34931,20602,7794,23212,19175,1.11842024078014,103654,0.225972948463156,0.163081019545797,0.336996160302545,0.1987574044417,0.0751924672468019
"Cameroon",2012,"Developing",55.9,369,68.55839112,85,85,609,50,76,4.6,10.4,2182383,0.01,1255.648189,22835,16906,34372,20835,7808,23523,19094,1.22644706833631,102756,0.222225466152828,0.164525672466815,0.334501148351434,0.202761882517809,0.0759858305111137
"Cameroon",2011,"Developing",55.6,371,83.18071241,82,8,504,51,79,4.9,10,252447,6.19,1295.649726,22200,16951,34764,22623,7797,25310,19186,1.49605597859712,104335,0.212776153735563,0.162467053241961,0.333195955336177,0.216830402070254,0.0747304356160445
"Cameroon",2010,"Developing",55.3,37,100.8987451,84,83,240,53,82,5.5,9.7,1997495,6.15,1182.869227,21515,16908,34777,23659,7721,25835,19157,1.8245704358047,104580,0.205727672595142,0.161675272518646,0.332539682539683,0.226228724421495,0.0738286479250335
"Cameroon",2009,"Developing",54.8,373,9.042540892,8,79,251,54,85,6.3,9.2,19432541,5.89,123.19538,20845,16983,34992,24243,7624,25590,18557,0.165009870291971,104687,0.199117368918777,0.16222644645467,0.33425353673331,0.231576031407911,0.0728266164853325
"Cameroon",2008,"Developing",54.2,382,68.7073044,84,82,495,56,87,6.7,8.8,18978,5.9,1233.524316,20180,16876,35660,25685,7402,26219,17972,1.26766244280443,105803,0.190731831800611,0.159503983818984,0.337041482755687,0.242762492556922,0.0699602090677958
"Cameroon",2007,"Developing",53.6,395,7.562892922,82,81,100,57,89,7,8,18395389,5.44,111.71186,19534,16736,36586,27259,7174,27288,17599,0.141098748544776,107289,0.182068991229297,0.155989896447912,0.341004203599623,0.254070780788338,0.0668661279348302
"Cameroon",2006,"Developing",53.3,394,0.962497052,81,78,196,58,91,7.2,8.2,17899562,5.22,12.989164,19200,16466,36529,27818,7038,28899,17586,0.0180581060412758,107051,0.179353765962018,0.153814536996385,0.341229881084717,0.259857451121428,0.0657443648354523
"Cameroon",2005,"Developing",52.8,4,73.03276195,79,79,605,58,93,7.4,8.3,1742795,5.03,952.1872484,18537,16109,35732,28905,6962,29004,17263,1.38319624905303,106245,0.174474092898489,0.151621252764836,0.33631700315309,0.272059861640548,0.0655277895430373
"Canada",2014,"Developing",82,65,102.1902168,55,91,418,2,2,0.1,15.9,35544564,8.1,544.43376,70379,1050,273,0,128,1688,7635,1.24622215609756,71830,0.97979952666017,0.0146178476959488,0.00380064040094668,0,0.00178198524293471
"Canada",2013,"Developing",81.8,67,9733.228019,55,91,83,2,2,0.1,15.9,35155451,8.2,52413.72116,68846,1098,233,0,124,1724,7281,118.988117591687,70301,0.979303281603391,0.0156185545013584,0.00331431985320266,0,0.00176384404204777
"Canada",2012,"Developing",81.6,68,9748.636237,7,99,10,2,2,0.1,15.9,3475545,8.3,52496.69487,68155,1072,277,0,121,1801,6928,119.468581335784,69625,0.978886894075404,0.0153967684021544,0.00397845601436266,0,0.00173788150807899
"Canada",2011,"Developing",81.5,68,971.9280384,7,87,803,2,2,0.1,15.9,3434278,8.2,5282.2176,67580,1072,302,0,119,1810,6674,11.925497403681,69073,0.978385186686549,0.0155198123724176,0.00437218594819973,0,0.00172281499283367
"Canada",2010,"Developing",81.2,7,8649.674911,56,88,99,2,2,0.1,15.9,345274,8.4,47447.4762,68029,1097,330,0,121,1782,6473,106.523090036946,69577,0.977751268378918,0.0157667045144229,0.00474294666340888,0,0.00173908044324992
"Canada",2009,"Developing",81,72,864.94993,42,89,14,2,2,0.1,15.9,33628571,8.4,4773.45436,68335,1089,364,0,121,1690,6366,10.6783941975309,69909,0.977485016235392,0.0155773934686521,0.00520676879943927,0,0.0017308214965169
"Canada",2008,"Developing",87,74,8433.936814,28,89,62,2,2,0.1,15.8,33245773,8.3,46596.33599,69253,1107,415,0,129,1581,6288,96.9418024597701,70904,0.976714994922712,0.0156126593704163,0.00585298431682275,0,0.00181936139004852
"Canada",2007,"Developing",85,74,7946.743581,14,9,101,2,2,0.1,15.8,32887928,8.3,44544.5268,69792,1098,448,0,134,1469,6215,93.4911009529412,71472,0.976494291470786,0.0153626595030222,0.0062681889411238,0,0.00187486008506828
"Canada",2006,"Developing",85,75,771.1817686,14,95,13,2,2,0.1,15.8,325755,8.2,4386.69948,70140,1056,471,0,138,1316,6121,9.07272668941177,71805,0.976812199707541,0.0147064967620639,0.00655943179444328,0,0.00192187173595154
"Canada",2005,"Developing",81,76,6333.177967,14,93,6,2,2,0.1,15.8,32312,8,36189.58838,71571,1049,499,0,142,1180,6174,78.187382308642,73261,0.976931791812834,0.0143186688688388,0.00681126383751246,0,0.00193827548081517
"Canada",2004,"Developing",80,77,5513.329924,14,91,7,2,2,0.1,15.8,31995,7.8,31979.87195,72573,1011,456,0,144,1024,6143,68.91662405,74184,0.978283726949207,0.0136282756389518,0.00614687803299903,0,0.0019411193788418
"Canada",2003,"Developing",79.7,78,4687.845565,14,88,15,2,2,0.1,15.8,31676,7.7,28172.14883,74094,997,473,0,154,825,6125,58.8186394604768,75718,0.978551995562482,0.0131672785863335,0.00624686336142001,0,0.00203386248976465
"Central African Republic",2014,"Developing",58,437,53.43964323,47,47,210,15,22,4.5,7.1,4515392,0.01,377.132274,6506,5583,8517,4829,8548,8278,6207,0.921373159137931,33983,0.191448665509225,0.164288026366124,0.250625312656328,0.142100461995704,0.251537533472619
"Central African Republic",2013,"Developing",49.9,451,52.37766601,23,23,596,16,23,5.1,7.1,4499653,0.01,337.4849614,6402,5685,9151,5009,8507,8153,6311,1.0496526254509,34754,0.184209011912298,0.163578293146113,0.263307820682511,0.144127294699891,0.244777579559187
"Central African Republic",2012,"Developing",53,439,7.344808214,47,47,141,16,23,5.1,7.1,449416,0.01,486.41114,6252,5853,9345,5161,8365,8075,6324,0.138581287056604,34976,0.178751143641354,0.167343321134492,0.267183211344922,0.147558325709058,0.239163998170174
"Central African Republic",2011,"Developing",49.8,443,58.52947463,47,47,679,16,24,5.8,6.8,4476153,1.66,494.336779,6146,6000,9392,5381,8480,8102,6478,1.17529065522088,35399,0.173620723749258,0.169496313455182,0.265318229328512,0.152009943783723,0.239554789683324
"Central African Republic",2010,"Developing",49.2,446,43.48359197,45,46,2,17,24,6.6,6.6,4448525,1.67,446.4434494,5976,5993,9369,5689,8445,8000,6593,0.883812844918699,35472,0.168470906630582,0.168950157870997,0.264123815967524,0.1603800180424,0.238075101488498
"Central African Republic",2009,"Developing",48.6,453,40.45156933,42,45,11,17,25,7.3,6.4,44423,1.56,449.961839,5758,5904,9460,5933,8273,7866,6545,0.832336817489712,35328,0.162986865942029,0.167119565217391,0.267776268115942,0.16794044384058,0.234176856884058
"Chad",2014,"Developing",52.6,362,11.3020668,37,44,1275,46,78,2.9,7.3,13569438,0.01,125.998515,12305,15488,5243,6219,7048,29851,18889,0.214868190114068,46303,0.265749519469581,0.334492365505475,0.113232403947908,0.134310951774183,0.152214759302853
"Chad",2013,"Developing",52.2,366,76.52382535,39,46,226,46,78,3.1,7.3,13133589,0.64,986.13177,12093,15132,5158,6526,7066,30086,18941,1.46597366570881,45975,0.263034257748777,0.329135399673736,0.112191408374116,0.14194671016857,0.153692224034802
"Chad",2012,"Developing",51.8,367,57.8242709,4,51,120,46,79,3.6,7.3,1275135,0.62,973.472574,11902,14764,4905,6773,7055,29664,18644,1.11629866602317,45399,0.262164364853851,0.325205401000022,0.108042027357431,0.149188308112513,0.155399898676182
"Chad",2011,"Developing",51.6,365,67.76269089,33,4,8650,46,79,3.9,6.7,12288651,0.56,989.2363633,11628,14397,4669,7226,7097,30284,18685,1.31323044360465,45017,0.258302419086123,0.319812515272008,0.103716373814337,0.1605171379701,0.157651553857432
"Chad",2010,"Developing",51.2,364,43.57328908,39,43,194,46,80,4.1,6.7,1188722,0.5,896.5697341,11362,14022,4461,7754,7137,30223,18742,0.85104080234375,44736,0.253978898426323,0.313438841201717,0.099718347639485,0.173327968526466,0.159535944206009
"Chad",2009,"Developing",57,37,4.982900401,24,32,165,46,80,4.4,6.3,1152786,0.47,84.455939,11110,13669,4586,7952,7189,29744,18735,0.0874193052807018,44506,0.249629263470094,0.307127128926437,0.10304228643329,0.17867253853413,0.161528782636049
"Chad",2008,"Developing",49.6,394,49.09198224,17,3,63,46,80,4.7,6,11133861,0.45,929.772391,10823,13233,5313,7664,7243,29380,18664,0.989757706451613,44276,0.244443942542235,0.298875237148794,0.119997289728069,0.173096033968742,0.16358749661216
"Chile",2014,"Developing",83,83,2352.999591,95,95,0,2,2,0.1,16.2,17613798,7.16,14817.37778,26579,834,539,0,450,408,4124,28.3493926626506,28402,0.935814379269066,0.02936412928667,0.0189775367931836,0,0.0158439546510809
"Chile",2013,"Developing",81,84,2442.222054,9,9,0,2,2,0.1,15.6,17462982,7.2,15941.39722,26372,798,547,0,470,381,4128,30.1508895555556,28187,0.935608613900025,0.028310923475361,0.0194061091992763,0,0.0166743534253379
"Chile",2012,"Developing",79.9,84,2260.777642,9,9,0,2,2,0.1,15.5,1739746,6.76,15431.9293,25914,834,483,0,481,348,4026,28.2950893867334,27712,0.935118360277136,0.0300952655889145,0.017429272517321,0,0.0173571016166282
"Chile",2011,"Developing",79.8,86,211.614293,94,93,6,2,2,0.1,15.4,17153357,7.26,1475.69242,25568,870,510,0,495,320,3925,2.65180818295739,27443,0.931676565973108,0.0317020733884779,0.0185839740553147,0,0.0180373865830995
"Chile",2010,"Developing",79.1,89,177.4925143,92,92,0,2,2,0.1,15.2,16993354,7.93,1286.17764,25449,857,451,0,521,300,3980,2.24390030720607,27278,0.932949629738251,0.0314172593298629,0.0165334701957622,0,0.0190996407361244
"Chile",2009,"Developing",79.3,91,181.525923,94,94,1,2,2,0.1,15.3,16829442,7.67,1243.32824,24575,905,458,0,528,276,3834,2.28910369482976,26466,0.928549837527394,0.0341948159903272,0.0173052217939998,0,0.0199501246882793
"Chile",2008,"Developing",79.6,88,241.5533381,95,95,0,2,2,0.1,15.2,16661942,7.31,1781.3668,23671,874,412,0,527,255,3668,3.03458967462312,25484,0.928857322241406,0.0342960288808664,0.0161670067493329,0,0.0206796421283943
"Chile",2007,"Developing",78.9,9,209.4875875,92,95,0,2,2,0.1,14.8,16491687,7.39,1526.87746,23903,883,416,0,560,244,3726,2.65510250316857,25762,0.927839453458582,0.0342752891856222,0.0161478146106669,0,0.0217374427451285
"Chile",2006,"Developing",78.9,91,1275.689625,95,94,0,2,2,0.1,14.9,16319792,7.33,9484.681227,23593,848,438,0,579,242,3652,16.1684363117871,25458,0.92674208500275,0.0333097651033074,0.0172048079189253,0,0.0227433419750177
"China",2014,"Developing",75.8,86,109.8743903,99,99,52628,171,198,0.1,13.1,136427,5.78,7683.5238,4120839,63241,21784,0,43438,6131,175785,1.44953021503958,4249302,0.969768446676654,0.0148826795553717,0.00512648900925376,0,0.0102223847587204
"China",2013,"Developing",75.6,88,9.955532032,99,99,26883,185,216,0.1,12.7,135738,5.79,777.77594,4049045,68958,17728,0,46072,6452,178100,0.131686931640212,4181803,0.968253406485193,0.0164900163876682,0.00423931973839992,0,0.0110172573887388
"China",2012,"Developing",75.4,89,94.4344566,99,99,6183,201,233,0.1,12.4,135695,5.74,6337.882993,3973790,74505,16455,0,48260,6779,181048,1.2524463740053,4113010,0.966151310111087,0.0181144709105983,0.00400071966759137,0,0.0117334993107238
"China",2011,"Developing",75.2,91,91.26749779,99,99,9943,215,251,0.1,12.8,134413,5.63,5633.79616,3937801,75901,17075,11,50513,7198,184317,1.21366353444149,4081301,0.964839643045196,0.018597256120046,0.00418371494775808,2.69521900001985e-06,0.0123766906680002
"China",2010,"Developing",75,92,5.660754839,99,99,38159,231,268,0.1,12.5,133775,5.75,456.512487,3831636,79733,16722,12,53312,7891,186499,0.0754767311866667,3981415,0.962380460213266,0.0200262971832879,0.00420001431651812,3.0140038152265e-06,0.0133902142831129
"China",2009,"Developing",74.9,93,50.28348923,99,99,52461,248,288,0.1,12.2,133126,4.88,3838.434292,3669964,87453,16364,9,56959,8901,186990,0.671341645260347,3830749,0.958027790387728,0.0228292169494791,0.00427174946727128,2.34940999788814e-06,0.0148688937855234
"China",2008,"Developing",74.5,97,39.22509728,95,99,131441,266,308,0.1,11.9,1324655,4.27,3471.247547,3523450,93539,16310,15,61286,10058,187559,0.526511372885906,3694600,0.953675634710118,0.0253177610566773,0.0044145509662751,4.05997942943756e-06,0.0165879932875007
"China",2007,"Developing",74.4,96,312.6624819,92,94,109023,285,332,0.1,11.4,1317885,3.88,2695.366223,3413237,99540,14992,21,66462,11643,190310,4.20245271370968,3594252,0.949637643659933,0.0276942184354352,0.00417110430765567,5.84266211718043e-06,0.0184911909348593
"China",2006,"Developing",74.2,98,29.74342979,91,94,99602,307,360,0.1,11,13112,3.28,299.229676,3385035,107583,14791,36,74403,13769,199008,0.400854848921833,3581848,0.945052665551414,0.0300356129014967,0.00412943262807355,1.0050677750703e-05,0.0207722382412654
"China",2005,"Developing",73.9,99,171.6596026,84,87,124219,332,392,0.1,10.6,13372,2.92,1753.4178,3424698,116266,15090,44,83908,16432,212944,2.32286336400541,3640006,0.940849548050195,0.0319411561409514,0.00414559756220182,1.20878921628151e-05,0.0230516103544884
"China",2004,"Developing",73.5,11,1.58668462,79,87,70549,360,427,0.1,10.2,129675,3.04,158.668462,3371112,126027,13424,51,91115,19279,224538,0.0215875458503401,3601729,0.935970474180595,0.0349906947468841,0.00372709884613751,1.41598659976917e-05,0.0252975723603858
"China",2003,"Developing",73.1,13,122.9365349,75,87,71879,391,467,0.1,9.9,12884,2.96,1288.642924,3244006,136597,12183,46,96347,22164,236188,1.68175834336525,3489179,0.929733326951698,0.0391487510385681,0.00349165233425972,1.31836171202452e-05,0.0276130860583536
"China",2002,"Developing",72.7,16,106.3590358,7,86,58341,422,511,0.1,9.7,1284,2.91,1148.5857,3131151,150219,11773,60,102321,25318,255470,1.46298536176066,3395524,0.92214073586286,0.0442402998771324,0.00346721154084024,1.76703212817815e-05,0.0301340823978862
"China",2001,"Developing",72.2,11,14.23064496,65,86,88962,457,558,0.1,9.6,127185,2.84,153.1824,3012156,163780,11021,35,106277,29084,278187,0.197100345706371,3293269,0.914640134164564,0.0497317407111293,0.0033465228622381,1.06277379709948e-05,0.0322709745240975
"China",2000,"Developing",71.7,115,17.46057369,6,86,71093,490,608,0.1,9.5,1262645,3.06,959.372181,2908756,177316,9872,120,110958,33220,303378,0.243522645606695,3207022,0.906995960738654,0.0552899231748332,0.00307824517574248,3.74178911151841e-05,0.034598453019655
"Colombia",2014,"Developing",74.6,144,1435.487755,9,9,0,11,12,0.1,13.6,47791911,4.38,7913.383432,60498,5549,2634,120,924,839,7108,19.2424632037534,69725,0.867665830046612,0.0795840803155253,0.037776980996773,0.00172104697024023,0.0132520616708498
"Colombia",2013,"Developing",74.4,145,15.16255482,91,91,1,11,13,0.1,13.3,47342981,4.41,83.5863,59367,5868,2657,114,925,843,7035,0.20379777983871,68931,0.861252556904731,0.0851286068677373,0.0385457921689806,0.00165382774078426,0.013419216317767
"Colombia",2012,"Developing",74.3,143,1487.896562,92,91,1,11,13,0.1,13.2,46881475,4.44,7884.984429,58415,6225,2564,153,930,857,6933,20.0255257335128,68287,0.855433684303015,0.0911593714762693,0.0375474101952055,0.00224054358809144,0.0136189904374185
"Colombia",2011,"Developing",74.2,144,184.3073618,85,85,6,12,14,0.1,13,4646646,4.37,7227.73968,57421,6565,2664,103,934,895,6836,2.48392670889488,67687,0.848331289612481,0.0969905594870507,0.0393576314506478,0.00152171022500628,0.0137988092248142
"Colombia",2010,"Developing",73.6,15,113.2436346,88,88,0,12,15,0.1,12.8,4591897,4.28,625.65544,58524,7134,2741,197,1001,995,7017,1.53863633967391,69597,0.840898314582525,0.102504418293892,0.0393838814891446,0.0028305817779502,0.0143828038564881
"Colombia",2009,"Developing",73.6,15,941.6464045,92,92,0,13,15,0.1,12.4,45416181,4.34,5148.422113,58098,7713,2646,129,1058,1109,7026,12.7941087567935,69644,0.834214002642008,0.110748951812073,0.0379932226753202,0.00185227729596232,0.0151915455746367
"Colombia",2008,"Developing",73.5,146,978.07041,92,92,0,14,16,0.1,12.2,4491544,4.45,5433.7245,55878,8145,2701,131,1066,1214,6782,13.3070804081633,67921,0.822691067563787,0.119918729111762,0.0397667878859263,0.00192871129694792,0.0156947041415762
"Colombia",2007,"Developing",73.5,144,780.5946749,93,93,0,14,17,0.1,11.9,44374572,4.66,4674.21961,54706,8568,2744,347,1092,1326,6738,10.6203357129252,67457,0.810975880931556,0.127014246112338,0.0406777650948011,0.00514401767051603,0.0161880901907882
"Colombia",2006,"Developing",73.1,147,62.43710774,93,94,0,15,17,0.1,11.5,43835722,4.53,379.78776,55002,9001,2642,320,1127,1447,6862,0.854132800820794,68092,0.807760089290959,0.132188803383657,0.0388004464547965,0.00469952417317747,0.0165511366974094
"Colombia",2005,"Developing",73.1,144,531.9808176,93,93,0,15,18,0.1,11.1,43285634,4.38,3386.256,53137,9323,2663,319,1123,1563,6708,7.27743936525308,66565,0.79827236535717,0.140058589348757,0.0400060091639751,0.00479230827011192,0.0168707278599865
"Colombia",2004,"Developing",72.8,148,42.17956418,89,89,0,16,19,0.1,11.3,42724163,4.26,274.249442,53954,9627,2687,442,1192,1723,6702,0.579389617857143,67902,0.794586315572443,0.141777856322347,0.0395717357367971,0.00650938116697594,0.0175547112014374
"Colombia",2003,"Developing",72.4,15,417.8038898,92,92,0,16,19,0.1,11.6,42152151,4.25,2246.257472,53254,9914,2597,712,1195,1872,6604,5.77077195856354,67672,0.786942901052134,0.146500768412342,0.0383762856129566,0.0105213382196477,0.01765870670292
"Colombia",2002,"Developing",71.8,163,393.8773633,78,83,139,17,20,0.1,11.5,41572491,4.45,2355.725857,54890,10211,2412,960,1266,2005,6659,5.48575714902507,69739,0.787077531940521,0.146417356142187,0.0345860995999369,0.0137656117810694,0.0181534005362853
"Colombia",2001,"Developing",71.5,165,404.4205858,8,83,3,17,21,0.1,11.4,498899,4.43,2395.856551,49489,10585,2206,1426,1150,2009,6345,5.65623196923077,64856,0.763059701492537,0.163207721721969,0.0340138152214136,0.0219871715801159,0.0177315899839645
"Colombia",2000,"Developing",71.4,167,477.1341814,78,82,1,18,21,0.1,11.3,443958,4.66,2472.197831,48227,10952,1991,852,1157,2195,6410,6.68255156022409,63179,0.763339084189367,0.173348739296285,0.0315136358600168,0.0134854935975561,0.0183130470567752
"Comoros",2014,"Developing",63.2,23,73.86584922,88,87,0,1,2,0.8,11.1,759385,0.01,852.954379,1036,471,1,25,350,332,501,1.16876343702532,1883,0.550185873605948,0.250132766861391,0.000531067445565587,0.0132766861391397,0.185873605947955
"Comoros",2013,"Developing",62.9,233,61.57443584,88,85,0,1,2,0.8,10.9,7415,0.01,834.341949,975,492,1,409,304,301,474,0.978925848012719,2181,0.447042640990371,0.225584594222834,0.000458505272810637,0.187528656579551,0.139385602934434
"Comoros",2012,"Developing",62.5,237,78.39008571,89,85,1,2,2,0.8,10.8,723868,0.01,788.632653,950,518,1,484,298,309,489,1.25424137136,2251,0.422034651266104,0.23011994669036,0.000444247001332741,0.215015548645047,0.132385606397157
"Comoros",2011,"Developing",62.2,241,59.6596497,83,85,3,2,2,0.2,10.6,76569,0.12,829.7586885,923,540,1,487,297,328,503,0.959158355305466,2248,0.4105871886121,0.240213523131673,0.000444839857651246,0.216637010676157,0.13211743772242
"Comoros",2010,"Developing",61.8,246,47.30421873,74,82,0,2,2,0.1,10.5,689692,0.15,769.1742883,890,559,1,573,289,332,502,0.765440432524272,2312,0.384948096885813,0.241782006920415,0.000432525951557093,0.247837370242215,0.125
"Comoros",2009,"Developing",61.3,251,56.98952474,83,84,1,2,2,0.1,10.3,673252,0.17,778.5454199,881,579,1,393,310,374,535,0.929682295921697,2164,0.407116451016636,0.267560073937153,0.000462107208872458,0.181608133086876,0.143253234750462
"Comoros",2008,"Developing",61,255,93.36788979,81,81,0,2,2,0.1,10.2,657229,0.12,795.97519,886,596,1,182,339,415,567,1.53062114409836,2004,0.442115768463074,0.297405189620758,0.000499001996007984,0.0908183632734531,0.169161676646707
"Comoros",2007,"Developing",66,259,9.087638194,75,75,0,2,2,0.1,10,64162,0.16,72.759313,858,612,1,212,339,459,569,0.137691487787879,2022,0.42433234421365,0.302670623145401,0.000494559841740851,0.10484668644906,0.167655786350148
"Comoros",2006,"Developing",63,262,77.0283958,69,69,85,2,2,0.1,9.9,626425,0.25,648.38717,812,627,1,466,315,420,549,1.22267294920635,2221,0.365601080594327,0.282305267897344,0.00045024763619991,0.209815398469158,0.141828005402972
"Comoros",2005,"Developing",60,266,69.9675435,68,67,912,2,2,0.1,9.7,611627,0.24,621.93372,817,642,1,219,350,458,567,1.166125725,2029,0.40266140956136,0.316412025628388,0.000492853622474125,0.107934943321833,0.172498767865944
"Comoros",2004,"Developing",59.8,269,7.212110766,77,73,0,2,2,0.1,9.5,597228,0.27,616.4197236,793,655,1,324,346,476,568,0.120603858963211,2119,0.374233128834356,0.309108069844266,0.00047192071731949,0.152902312411515,0.163284568192544
"Comoros",2003,"Developing",59.6,271,45.09010835,28,8,0,2,2,0.1,9.2,583211,0.26,544.566526,802,666,1,278,370,498,576,0.756545442114094,2117,0.378837978271138,0.314596126594237,0.000472366556447804,0.131317902692489,0.174775625885687
"Costa Rica",2014,"Developing",79.5,96,384.5129138,91,91,1,1,1,0.1,13.9,4757575,3.45,1647.44179,5454,303,190,0,43,108,531,4.83664042515723,5990,0.910517529215359,0.050584307178631,0.0317195325542571,0,0.00717863105175292
